Invoice No,Invoice Date,Customer Code,Customer Name,Customer Type,Region,State,City,Product Code,Product Name,Category,Brand,Quantity,Unit Price,Payment Status,Payment Mode,Sales Person,Gross Sales,Discount %,Discount Amount,Tax %,Tax Amount,Net Sales,Cost,Profit
INV00000782,2025-02-22,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000041,Drill 120 GSM,Silk,Welspun,120,139.65,Paid,NEFT,Karan Singh,16758.0,10,1675.8,18,2714.8,17797.0,13680,1402.2
INV00000783,2025-05-30,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,200,566.57,Paid,Cheque,Manish Kumar,113314.0,0,0.0,18,20396.52,133710.52,88000,25314.0
INV00000784,2025-03-07,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000028,Satin 240 GSM,Viscose,Raymond,289,390.55,Pending,UPI,Karan Singh,112868.95,5,5643.45,18,19300.59,126526.09,96526,10699.5
INV00000785,2024-12-20,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000031,Satin 120 GSM,Silk,Vardhman,102,634.54,Overdue,RTGS,Priya Verma,64723.08,5,3236.15,18,11067.65,72554.57,48246,13240.93
INV00000786,2025-01-15,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,151,752.59,Paid,Cheque,Anjali Gupta,113641.09,10,11364.11,18,18409.86,120686.84,84258,18018.98
INV00000787,2025-02-21,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000025,Drill 200 GSM,Linen,Alok,141,380.73,Overdue,NEFT,Anjali Gupta,53682.93,5,2684.15,18,9179.78,60178.56,40044,10954.78
INV00000788,2025-10-20,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000004,Corduroy 140 GSM,Silk,Raymond,384,321.0,Paid,RTGS,Manish Kumar,123264.0,5,6163.2,18,21078.14,138178.94,89472,27628.8
INV00000789,2025-01-25,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000041,Drill 120 GSM,Silk,Welspun,369,139.65,Pending,NEFT,Rahul Mehta,51530.85,5,2576.54,18,8811.78,57766.08,42066,6888.31
INV00000790,2024-08-13,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,54,626.27,Pending,NEFT,Priya Verma,33818.58,15,5072.79,18,5174.24,33920.04,26514,2231.79
INV00000791,2024-03-06,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000034,Satin 240 GSM,Viscose,Raymond,280,537.58,Pending,UPI,Vikas Jain,150522.4,5,7526.12,18,25739.33,168735.61,116760,26236.28
INV00000792,2025-02-19,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000043,Voile 240 GSM,Polyester,Raymond,70,232.56,Overdue,Cheque,Neha Joshi,16279.2,5,813.96,18,2783.74,18248.98,13790,1675.24
INV00000793,2025-06-13,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000011,Satin 120 GSM,Viscose,Reliance,443,756.61,Pending,NEFT,Karan Singh,335178.23,10,33517.82,18,54298.87,355959.28,239663,61997.41
INV00000794,2025-05-26,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000011,Satin 120 GSM,Viscose,Reliance,263,756.61,Pending,UPI,Priya Verma,198988.43,0,0.0,18,35817.92,234806.35,142283,56705.43
INV00000795,2025-11-06,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000014,Oxford 240 GSM,Technical Textile,Welspun,272,752.59,Overdue,Cheque,Vikas Jain,204704.48,10,20470.45,18,33162.13,217396.16,151776,32458.03
INV00000796,2025-10-18,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,408,574.75,Pending,UPI,Vikas Jain,234498.0,0,0.0,18,42209.64,276707.64,191760,42738.0
INV00000797,2024-02-22,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000025,Drill 200 GSM,Linen,Alok,307,380.73,Paid,UPI,Rohit Sharma,116884.11,10,11688.41,18,18935.23,124130.92,87188,18007.7
INV00000798,2024-07-21,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000041,Drill 120 GSM,Silk,Welspun,73,139.65,Pending,NEFT,Priya Verma,10194.45,5,509.72,18,1743.25,11427.98,8322,1362.73
INV00000799,2025-02-06,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000032,Voile 120 GSM,Linen,Reliance,381,613.76,Overdue,NEFT,Neha Joshi,233842.56,5,11692.13,18,39987.08,262137.51,168021,54129.43
INV00000800,2025-12-23,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000028,Satin 240 GSM,Viscose,Raymond,474,390.55,Pending,Cash,Anjali Gupta,185120.7,0,0.0,18,33321.73,218442.43,158316,26804.7
INV00000801,2025-06-12,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,372,566.57,Paid,UPI,Rahul Mehta,210764.04,0,0.0,18,37937.53,248701.57,163680,47084.04
INV00000802,2025-08-11,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000005,Canvas 200 GSM,Viscose,Welspun,398,250.29,Pending,Cheque,Karan Singh,99615.42,5,4980.77,18,17034.24,111668.89,84774,9860.65
INV00000803,2025-10-17,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,113,574.75,Pending,Cash,Sneha Patel,64946.75,10,6494.68,18,10521.37,68973.45,53110,5342.07
INV00000804,2024-03-09,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,204,574.75,Overdue,RTGS,Karan Singh,117249.0,10,11724.9,18,18994.34,124518.44,95880,9644.1
INV00000805,2025-07-28,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000045,Ribstop 240 GSM,Cotton Fabric,Garden,106,599.84,Overdue,Cheque,Manish Kumar,63583.04,5,3179.15,18,10872.7,71276.59,48866,11537.89
INV00000806,2025-10-24,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000035,Voile 180 GSM,Silk,Raymond,103,466.86,Overdue,NEFT,Vikas Jain,48086.58,5,2404.33,18,8222.81,53905.06,35329,10353.25
INV00000807,2025-09-05,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000025,Drill 200 GSM,Linen,Alok,374,380.73,Pending,NEFT,Neha Joshi,142393.02,5,7119.65,18,24349.21,159622.58,106216,29057.37
INV00000808,2024-10-03,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000042,Voile 180 GSM,Technical Textile,Garden,235,355.46,Paid,RTGS,Manish Kumar,83533.1,0,0.0,18,15035.96,98569.06,70970,12563.1
INV00000809,2025-10-20,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,238,195.22,Overdue,Cash,Rohit Sharma,46462.36,0,0.0,18,8363.22,54825.58,35938,10524.36
INV00000810,2024-08-29,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000001,Corduroy 280 GSM,Cotton Fabric,Raymond,418,707.42,Pending,RTGS,Neha Joshi,295701.56,15,44355.23,18,45242.34,296588.66,242440,8906.33
INV00000811,2025-03-11,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000019,Denim 180 GSM,Linen,Vardhman,136,568.96,Overdue,Cheque,Neha Joshi,77378.56,15,11606.78,18,11838.92,77610.7,61064,4707.78
INV00000812,2024-08-03,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000024,Lycra 140 GSM,Denim,Garden,150,604.73,Overdue,RTGS,Anjali Gupta,90709.5,10,9070.95,18,14694.94,96333.49,70500,11138.55
INV00000813,2024-02-04,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000025,Drill 200 GSM,Linen,Alok,80,380.73,Overdue,NEFT,Sneha Patel,30458.4,0,0.0,18,5482.51,35940.91,22720,7738.4
INV00000814,2024-01-11,CUST000007,Global Textiles Ltd,Retail,South,Delhi,Nagpur,PROD000031,Satin 120 GSM,Silk,Vardhman,235,634.54,Pending,NEFT,Rahul Mehta,149116.9,5,7455.84,18,25498.99,167160.04,111155,30506.05
INV00000815,2024-07-28,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,365,410.93,Paid,Cheque,Vikas Jain,149989.45,5,7499.47,18,25648.2,168138.17,123005,19484.98
INV00000816,2025-08-03,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000019,Denim 180 GSM,Linen,Vardhman,99,568.96,Pending,NEFT,Neha Joshi,56327.04,10,5632.7,18,9124.98,59819.32,44451,6243.34
INV00000817,2025-11-13,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000042,Voile 180 GSM,Technical Textile,Garden,474,355.46,Overdue,NEFT,Karan Singh,168488.04,15,25273.21,18,25778.67,168993.5,143148,66.83
INV00000818,2024-03-05,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000038,Twill 100 GSM,Cotton Fabric,Trident,495,566.57,Paid,Cheque,Neha Joshi,280452.15,0,0.0,18,50481.39,330933.54,217800,62652.15
INV00000819,2024-02-20,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,155,132.1,Paid,RTGS,Vikas Jain,20475.5,15,3071.32,18,3132.75,20536.93,15190,2214.17
INV00000820,2024-04-11,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000003,Twill 350 GSM,Cotton Yarn,Trident,273,212.81,Pending,UPI,Manish Kumar,58097.13,10,5809.71,18,9411.74,61699.15,50505,1782.42
INV00000821,2025-05-30,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000012,Poplin 100 GSM,Cotton Fabric,Reliance,432,206.96,Overdue,UPI,Neha Joshi,89406.72,0,0.0,18,16093.21,105499.93,70848,18558.72
INV00000822,2025-02-25,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000020,Denim 100 GSM,Silk,Garden,112,787.32,Overdue,UPI,Sneha Patel,88179.84,15,13226.98,18,13491.52,88444.38,66976,7976.86
INV00000823,2025-03-18,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000033,Satin 280 GSM,Denim,Alok,267,173.6,Pending,UPI,Amit Shah,46351.2,15,6952.68,18,7091.73,46490.25,37914,1484.52
INV00000824,2025-11-04,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000002,Ribstop 160 GSM,Cotton Yarn,Garden,212,173.1,Paid,Cash,Neha Joshi,36697.2,10,3669.72,18,5944.95,38972.43,26288,6739.48
INV00000825,2024-03-24,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000040,Lycra 320 GSM,Technical Textile,Trident,276,667.35,Paid,NEFT,Manish Kumar,184188.6,15,27628.29,18,28180.86,184741.17,148212,8348.31
INV00000826,2025-04-18,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,453,617.27,Overdue,UPI,Neha Joshi,279623.31,15,41943.5,18,42782.37,280462.18,234201,3478.81
INV00000827,2024-01-17,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000019,Denim 180 GSM,Linen,Vardhman,312,568.96,Overdue,RTGS,Rohit Sharma,177515.52,0,0.0,18,31952.79,209468.31,140088,37427.52
INV00000828,2025-07-04,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000029,Canvas 160 GSM,Technical Textile,Trident,458,246.12,Overdue,RTGS,Amit Shah,112722.96,5,5636.15,18,19275.63,126362.44,84730,22356.81
INV00000829,2024-02-16,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000050,Voile 140 GSM,Denim,Welspun,112,187.55,Paid,Cheque,Priya Verma,21005.6,15,3150.84,18,3213.86,21068.62,16016,1838.76
INV00000830,2025-06-25,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000013,Twill 140 GSM,Linen,Welspun,500,193.63,Overdue,Cash,Vikas Jain,96815.0,0,0.0,18,17426.7,114241.7,72500,24315.0
INV00000831,2024-05-28,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000034,Satin 240 GSM,Viscose,Raymond,166,537.58,Pending,Cheque,Priya Verma,89238.28,5,4461.91,18,15259.75,100036.11,69222,15554.37
INV00000832,2025-04-07,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000016,Corduroy 100 GSM,Cotton Yarn,Alok,291,195.22,Overdue,NEFT,Priya Verma,56809.02,15,8521.35,18,8691.78,56979.45,43941,4346.67
INV00000833,2024-02-14,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000013,Twill 140 GSM,Linen,Welspun,184,193.63,Overdue,UPI,Anjali Gupta,35627.92,15,5344.19,18,5451.07,35734.8,26680,3603.73
INV00000834,2024-02-15,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000011,Satin 120 GSM,Viscose,Reliance,183,756.61,Pending,Cheque,Sneha Patel,138459.63,15,20768.94,18,21184.32,138875.01,99003,18687.69
INV00000835,2024-02-17,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000029,Canvas 160 GSM,Technical Textile,Trident,237,246.12,Pending,NEFT,Rohit Sharma,58330.44,5,2916.52,18,9974.51,65388.42,43845,11568.92
INV00000836,2024-02-22,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,270,410.93,Pending,UPI,Priya Verma,110951.1,15,16642.66,18,16975.52,111283.95,90990,3318.43
INV00000837,2025-08-09,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,348,617.27,Overdue,Cheque,Priya Verma,214809.96,10,21481.0,18,34799.21,228128.18,179916,13412.96
INV00000838,2025-12-21,CUST000003,Sunrise Creation LLP,Distributor,East,Uttar Pradesh,Nagpur,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,12,456.19,Overdue,RTGS,Neha Joshi,5474.28,10,547.43,18,886.83,5813.69,4140,786.85
INV00000839,2025-10-15,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000013,Twill 140 GSM,Linen,Welspun,361,193.63,Pending,Cash,Vikas Jain,69900.43,0,0.0,18,12582.08,82482.51,52345,17555.43
INV00000840,2025-10-24,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000023,Lycra 120 GSM,Linen,Garden,326,746.96,Pending,UPI,Anjali Gupta,243508.96,10,24350.9,18,39448.45,258606.52,194948,24210.06
INV00000841,2024-12-18,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000028,Satin 240 GSM,Viscose,Raymond,384,390.55,Pending,NEFT,Neha Joshi,149971.2,15,22495.68,18,22945.59,150421.11,128256,-780.48
INV00000842,2025-01-24,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000049,Satin 180 GSM,Cotton Yarn,Garden,333,540.47,Paid,NEFT,Manish Kumar,179976.51,0,0.0,18,32395.77,212372.28,147852,32124.51
INV00000843,2024-07-29,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000037,Canvas 200 GSM,Cotton Fabric,Alok,111,115.63,Overdue,UPI,Rohit Sharma,12834.93,0,0.0,18,2310.29,15145.22,11100,1734.93
INV00000844,2024-04-16,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000021,Drill 280 GSM,Cotton Yarn,Welspun,456,132.1,Overdue,NEFT,Rahul Mehta,60237.6,5,3011.88,18,10300.63,67526.35,44688,12537.72
INV00000845,2025-11-14,CUST000020,Global Traders & Co.,Retail,East,Tamil Nadu,Mysuru,PROD000019,Denim 180 GSM,Linen,Vardhman,472,568.96,Overdue,RTGS,Rohit Sharma,268549.12,5,13427.46,18,45921.9,301043.56,211928,43193.66
INV00000846,2025-09-20,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000020,Denim 100 GSM,Silk,Garden,206,787.32,Pending,NEFT,Rohit Sharma,162187.92,5,8109.4,18,27734.13,181812.66,123188,30890.52
INV00000847,2024-08-03,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000004,Corduroy 140 GSM,Silk,Raymond,101,321.0,Paid,NEFT,Sneha Patel,32421.0,15,4863.15,18,4960.41,32518.26,23533,4024.85
INV00000848,2025-02-11,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000034,Satin 240 GSM,Viscose,Raymond,398,537.58,Overdue,NEFT,Karan Singh,213956.84,10,21395.68,18,34661.01,227222.16,165966,26595.16
INV00000849,2025-09-03,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,221,410.93,Pending,RTGS,Neha Joshi,90815.53,0,0.0,18,16346.8,107162.33,74477,16338.53
INV00000850,2025-11-11,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000034,Satin 240 GSM,Viscose,Raymond,439,537.58,Paid,Cash,Rohit Sharma,235997.62,15,35399.64,18,36107.64,236705.61,183063,17534.98
INV00000851,2024-03-18,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,161,456.19,Pending,NEFT,Rohit Sharma,73446.59,0,0.0,18,13220.39,86666.98,55545,17901.59
INV00000852,2024-09-10,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000035,Voile 180 GSM,Silk,Raymond,220,466.86,Paid,Cash,Neha Joshi,102709.2,5,5135.46,18,17563.27,115137.01,75460,22113.74
INV00000853,2024-08-28,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000046,Canvas 240 GSM,Denim,Trident,229,568.25,Pending,UPI,Rohit Sharma,130129.25,0,0.0,18,23423.26,153552.52,109004,21125.25
INV00000854,2025-02-23,CUST000016,Krishna Traders Pvt Ltd,Wholesale,South,Punjab,Chennai,PROD000009,Satin 320 GSM,Polyester,Arvind,335,700.76,Paid,Cheque,Karan Singh,234754.6,0,0.0,18,42255.83,277010.43,169510,65244.6
INV00000855,2024-01-01,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000020,Denim 100 GSM,Silk,Garden,443,787.32,Overdue,Cheque,Neha Joshi,348782.76,15,52317.41,18,53363.76,349829.11,264914,31551.35
INV00000856,2024-10-25,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000015,Voile 100 GSM,Cotton Fabric,Welspun,264,456.19,Overdue,RTGS,Vikas Jain,120434.16,10,12043.42,18,19510.33,127901.08,91080,17310.74
INV00000857,2025-03-01,CUST000006,Krishna Garments & Co.,Distributor,South,Uttar Pradesh,New Delhi,PROD000006,Canvas 240 GSM,Technical Textile,Vardhman,26,172.02,Pending,Cash,Vikas Jain,4472.52,10,447.25,18,724.55,4749.82,3432,593.27
INV00000858,2025-02-14,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000036,Ribstop 240 GSM,Linen,Welspun,261,142.16,Overdue,NEFT,Vikas Jain,37103.76,0,0.0,18,6678.68,43782.44,27666,9437.76
INV00000859,2025-06-02,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000011,Satin 120 GSM,Viscose,Reliance,447,756.61,Overdue,NEFT,Rahul Mehta,338204.67,0,0.0,18,60876.84,399081.51,241827,96377.67
INV00000860,2024-07-27,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000013,Twill 140 GSM,Linen,Welspun,315,193.63,Paid,Cheque,Rohit Sharma,60993.45,0,0.0,18,10978.82,71972.27,45675,15318.45
INV00000861,2024-10-08,CUST000014,Sunrise Fabrics & Co.,Exporter,South,Uttar Pradesh,Surat,PROD000018,Ribstop 180 GSM,Technical Textile,Welspun,357,257.91,Overdue,Cheque,Neha Joshi,92073.87,0,0.0,18,16573.3,108647.17,69258,22815.87
INV00000862,2024-02-01,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000011,Satin 120 GSM,Viscose,Reliance,38,756.61,Pending,RTGS,Priya Verma,28751.18,0,0.0,18,5175.21,33926.39,20558,8193.18
INV00000863,2025-06-24,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000013,Twill 140 GSM,Linen,Welspun,312,193.63,Paid,UPI,Amit Shah,60412.56,10,6041.26,18,9786.83,64158.14,45240,9131.3
INV00000864,2025-03-12,CUST000011,Prime Weaving Ltd,Wholesale,East,Uttar Pradesh,Kanpur,PROD000037,Canvas 200 GSM,Cotton Fabric,Alok,338,115.63,Overdue,RTGS,Sneha Patel,39082.94,5,1954.15,18,6683.18,43811.98,33800,3328.79
INV00000865,2025-02-19,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000033,Satin 280 GSM,Denim,Alok,89,173.6,Paid,NEFT,Manish Kumar,15450.4,0,0.0,18,2781.07,18231.47,12638,2812.4
INV00000866,2025-12-21,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000029,Canvas 160 GSM,Technical Textile,Trident,337,246.12,Pending,RTGS,Amit Shah,82942.44,0,0.0,18,14929.64,97872.08,62345,20597.44
INV00000867,2024-08-08,CUST000004,Global Weaving Ltd,Distributor,East,Delhi,Ahmedabad,PROD000047,Drill 120 GSM,Viscose,Vardhman,253,573.75,Paid,Cash,Rohit Sharma,145158.75,10,14515.88,18,23515.72,154158.59,114609,16033.88
INV00000868,2025-04-29,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000011,Satin 120 GSM,Viscose,Reliance,110,756.61,Pending,RTGS,Amit Shah,83227.1,5,4161.35,18,14231.83,93297.58,59510,19555.75
INV00000869,2025-11-09,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000037,Canvas 200 GSM,Cotton Fabric,Alok,99,115.63,Pending,Cheque,Rohit Sharma,11447.37,10,1144.74,18,1854.47,12157.11,9900,402.63
INV00000870,2024-11-15,CUST000017,Om Textiles LLP,Wholesale,North,Karnataka,New Delhi,PROD000046,Canvas 240 GSM,Denim,Trident,216,568.25,Pending,UPI,Neha Joshi,122742.0,10,12274.2,18,19884.2,130352.0,102816,7651.8
INV00000871,2024-09-20,CUST000013,Shree Fabrics Ltd,Exporter,South,Madhya Pradesh,Nagpur,PROD000027,Voile 320 GSM,Technical Textile,Vardhman,190,574.75,Paid,RTGS,Manish Kumar,109202.5,5,5460.12,18,18673.63,122416.0,89300,14442.38
INV00000872,2025-05-15,CUST000008,Modern Apparels & Co.,Distributor,West,Punjab,Chennai,PROD000010,Voile 140 GSM,Silk,Alok,150,438.55,Pending,UPI,Rohit Sharma,65782.5,15,9867.38,18,10064.72,65979.85,52800,3115.12
INV00000873,2025-05-18,CUST000005,Global Exports Pvt Ltd,Online,East,Madhya Pradesh,Indore,PROD000047,Drill 120 GSM,Viscose,Vardhman,406,573.75,Pending,RTGS,Neha Joshi,232942.5,10,23294.25,18,37736.68,247384.94,183918,25730.25
INV00000874,2025-10-01,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000017,Ribstop 320 GSM,Polyester,Arvind,137,787.49,Overdue,Cash,Priya Verma,107886.13,5,5394.31,18,18448.53,120940.35,78638,23853.82
INV00000875,2025-06-04,CUST000002,Global Creation & Co.,Wholesale,West,Madhya Pradesh,Mumbai,PROD000039,Corduroy 240 GSM,Cotton Yarn,Raymond,69,626.27,Overdue,RTGS,Rahul Mehta,43212.63,5,2160.63,18,7389.36,48441.36,33879,7173.0
INV00000876,2024-09-21,CUST000001,Krishna Textiles Ltd,Retail,South,Rajasthan,Ahmedabad,PROD000026,Canvas 180 GSM,Cotton Yarn,Reliance,47,617.27,Pending,RTGS,Karan Singh,29011.69,0,0.0,18,5222.1,34233.79,24299,4712.69
INV00000877,2025-01-18,CUST000012,Mahalaxmi Industries LLP,Exporter,North,Madhya Pradesh,Mysuru,PROD000046,Canvas 240 GSM,Denim,Trident,57,568.25,Paid,UPI,Karan Singh,32390.25,10,3239.02,18,5247.22,34398.45,27132,2019.22
INV00000878,2024-06-06,CUST000015,Krishna Weaving LLP,Distributor,Central,Uttar Pradesh,Chennai,PROD000011,Satin 120 GSM,Viscose,Reliance,405,756.61,Paid,RTGS,Vikas Jain,306427.05,10,30642.7,18,49641.18,325425.53,219105,56679.34
INV00000879,2025-05-05,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000042,Voile 180 GSM,Technical Textile,Garden,215,355.46,Paid,NEFT,Vikas Jain,76423.9,10,7642.39,18,12380.67,81162.18,64930,3851.51
INV00000880,2024-06-27,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000023,Lycra 120 GSM,Linen,Garden,361,746.96,Overdue,Cheque,Priya Verma,269652.56,10,26965.26,18,43683.71,286371.02,215878,26809.3
INV00000881,2025-11-09,CUST000010,Sai Garments Ltd,Online,East,Delhi,Bengaluru,PROD000011,Satin 120 GSM,Viscose,Reliance,443,756.61,Overdue,Cash,Vikas Jain,335178.23,5,16758.91,18,57315.48,375734.8,239663,78756.32
INV00000882,2025-06-12,CUST000019,Krishna Garments Pvt Ltd,Online,East,Madhya Pradesh,Udaipur,PROD000005,Canvas 200 GSM,Viscose,Welspun,493,250.29,Pending,Cash,Karan Singh,123392.97,10,12339.3,18,19989.66,131043.33,105009,6044.67
INV00000883,2024-01-24,CUST000009,Krishna Garments Pvt Ltd,Wholesale,East,Gujarat,Rajkot,PROD000048,Twill 100 GSM,Linen,Vardhman,434,588.08,Paid,RTGS,Anjali Gupta,255226.72,5,12761.34,18,43643.77,286109.15,191828,50637.38
INV00000884,2025-09-06,CUST000018,Prime Weaving & Co.,Exporter,South,Telangana,Udaipur,PROD000022,Ribstop 280 GSM,Cotton Yarn,Welspun,384,410.93,Paid,NEFT,Rahul Mehta,157797.12,0,0.0,18,28403.48,186200.6,129408,28389.12
